Duration,Current_Status,Overall_Satisfaction,Work_Life_Balance,Skill_Development,Salary_and_Benefits,Job_Security,Company_Culture,Career_Growth,Work_Satisfaction,Work_Life_Balance_Likes,Career_Growth_Likes,Work_Culture_Likes,Job_Security_Likes,Innov_and_Tech_Likes,Work_Life_Balance_Dislikes,Career_Growth_Dislikes,Salary_Growth_Dislikes,Work_Culture_Dislikes,Job_Security_Dislikes,Travel_City,Travel_Country,Travel_Abroad,Timing_Nature,Working_Mon_Fri,Working_Mon_Sat_Alt,Working_Mon_Sat,Rotational_Shift,Free_transport,Child_care,Gymnasium,Cafeteria,Work_from_home,Free_food,Team_outings,Education_assistance,Soft_skill_training,Health_insurance,Job_training,Company_Code
6,0,2,1,4,5,3,1,4,1,0,0,0,0,0,-0.296,0,0,-0.296,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
7,0,4,1,4,5,1,3,2,2,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,18
6,1,3,1,2,5,3,3,4,4,0,0,0,0,0,-0.296,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,18
20.4,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
16.8,1,4,1,3,5,3,2,5,3,0,0,0,0,0,-0.6207,0,0,-0.6207,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,18
5,0,2,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,-0.7923,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,5,4,4,5,5,5,4,5,0,0,0.620500282,0,0,-0.2144,0,0,-0.2144,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,18
3,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,0,2,1,2,4,1,2,4,1,0,0,0,0,0,-0.404756395,0,0,-0.490883673,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,18
24,0,1,2,2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,-0.6844,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,1,5,1,5,4,1,1,5,1,0,0,0,0,0,-0.404756395,0,0,-0.490883673,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,18
28.8,0,4,1,5,5,3,3,5,3,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,1,4,2,5,5,2,4,5,4,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,18
1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,4,1,1,5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,18
2,1,5,3,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.6249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,1,2,1,1,3,1,1,2,1,0,0,0.7003,0,0,-0.8726,-0.8726,0,-0.8726,-0.8726,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,18
5,0,2,1,3,3,1,1,2,1,0,0,0,0,0,0,0,0,-0.490883673,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
22.8,0,5,5,5,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
4,0,4,2,1,3,1,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
21.6,1,5,4,3,5,3,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,18
12,0,4,1,4,5,1,3,2,4,0,0,0,0,0,-0.404756395,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
3,1,3,1,4,4,3,3,5,3,0,0,0.620500282,0,0,-0.404756395,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,18
6,1,3,1,3,5,1,3,3,1,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18
33.6,1,5,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,-0.53932614,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,1,2,1,2,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18
5,1,5,1,3,4,2,1,3,1,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,18
20.4,1,5,5,5,5,4,4,4,5,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,18
9,0,4,3,5,5,1,3,3,2,0,0,0,0,0,0,0,0,0,-0.53932614,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
8,1,3,2,4,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,1,1,1,1,4,1,1,3,1,0,0,0,0,0,-0.5574,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
9,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,1,2,1,2,4,1,2,1,1,0,0,0,0,0,-0.8603,0,0,0,-0.8603,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18
33.6,0,4,4,5,3,3,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,1,1,1,3,3,1,1,1,1,0,0,0,0,0,-0.296,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,18
14.4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
36,1,3,3,3,3,3,3,3,3,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
27.6,0,3,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
14.4,0,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18
14.4,0,3,1,4,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,1,5,4,5,5,3,4,5,4,0,0,0,0,0,-0.296,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,18
4,0,4,4,5,5,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,18
9,0,1,1,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
1,0,1,1,1,4,1,2,3,1,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,0,3,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
1,0,5,3,3,5,3,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
32.4,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
11,0,3,1,4,4,1,2,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,18
2,0,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18
8,0,2,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
16.8,0,5,3,5,5,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18
2,0,2,2,4,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
18,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
98.4,0,4,4,3,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18
3,1,5,5,5,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18
12,0,3,1,3,4,4,2,2,2,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,18
24,0,1,1,1,4,1,3,1,1,0,0,0,0,0,0,0,0,-0.296,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,2,1,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
40.8,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,18
5,0,1,1,2,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,0,1,1,1,3,1,1,1,1,0,0,0,0,0,-0.404756395,0,0,-0.490883673,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,0,5,4,4,5,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,18
12,0,4,3,4,5,2,4,5,4,0,0,0,0,0,-0.404756395,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,18
22.8,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,18
2,0,3,1,1,5,1,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,18
18,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
10,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,1,4,1,3,4,3,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
6,1,3,1,2,5,1,1,3,1,0,0,0.4404,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
14.4,1,3,3,3,3,1,2,2,3,0,0,0,0,0,0,0,0,0,-0.53932614,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,1,5,1,5,3,1,1,2,3,0,0,0,0,0,-0.7458,0,0,0,-0.53932614,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,0,3,1,1,3,3,2,3,1,0,0,0,0,0,-0.296,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,18
12,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,1,5,1,1,5,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18
3,1,2,1,5,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,0,1,1,1,5,1,1,4,1,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
30,0,4,1,2,4,2,2,3,3,0,0,0,0,0,0,0,0,-0.490883673,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,2,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,1,4,1,5,5,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,18
4,1,5,2,4,5,4,4,5,5,0,0,0,0,0,-0.5719,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18
34.8,0,3,2,2,4,2,2,2,2,0,0,0,0,0,-0.6367,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,18
14.4,0,4,2,4,5,3,3,5,2,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
6,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
4,0,3,3,1,3,5,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,1,1,1,1,1,1,1,1,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
32.4,0,2,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,0,3,1,3,4,1,1,4,1,0,0,0,0,0,-0.7817,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,0,2,1,2,2,1,1,2,1,0,0,0,0,0,-0.404756395,0,0,-0.490883673,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18
12,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,-0.490883673,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
9,1,5,4,5,5,3,5,5,4,0,0,0,0,0,0,0,0,0,-0.53932614,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,18
2,0,4,1,4,5,2,3,2,2,0,0,0,0,0,-0.4767,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,18
2,1,5,5,4,5,4,5,4,5,0,0,0.4754,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,18
9,0,3,4,3,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,1,4,3,4,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
21.6,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,5,3,5,5,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,1,3,1,4,3,2,2,4,3,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
3,0,4,3,3,2,1,4,3,3,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,0,2,1,1,3,3,2,4,2,0,0,0,0,0,-0.5583,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
44.4,0,4,4,4,3,4,4,4,4,0,0,0.4927,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
1,0,3,2,3,2,4,5,4,2,0.572485,0,0.5423,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,1,4,5,5,3,4,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
7,0,3,1,4,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,18
9,1,5,3,5,5,2,3,5,4,0,0,0,0,0,0,0,0,0,-0.53932614,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,18
5,1,3,1,4,3,1,2,3,1,0,0,0,0,0,0,0,0,0,-0.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
27.6,0,4,1,4,5,1,1,1,1,0,0,0,0,0,0,0,0,-0.7568,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
10,1,3,2,4,4,1,5,1,1,0,0,0.9153,0,0,-0.5165,0,0,0,-0.5165,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,0,5,3,5,5,3,5,4,4,0,0,0,0,0,0,0,0,0,-0.53932614,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,18
25.2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
6,0,3,1,4,5,1,3,3,3,0,0,0,0,0,-0.7613,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,0,1,1,1,4,1,2,1,1,0,0,0,0,0,-0.3089,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
36,1,1,1,1,4,1,1,1,1,0,0,0,0,0,-0.6619,0,0,0,-0.53932614,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
1,1,3,1,2,4,1,3,4,1,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
9,1,3,3,5,5,4,4,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,18
3,1,5,5,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,0,1,1,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,0,2,1,1,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
16.8,0,2,1,1,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
18,1,5,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,18
1,1,4,3,5,5,3,4,5,4,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
15.6,0,4,3,5,4,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18
44.4,0,4,1,4,5,4,3,3,4,0,0,0.7003,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,18
5,0,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18
28.8,0,3,4,3,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
15.6,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,1,3,1,4,5,1,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,18
25.2,0,4,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
13.2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,18
12,0,2,1,2,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,0,5,2,4,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
10,0,2,1,2,3,1,1,1,1,0,0,0,0,0,-0.296,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
11,1,4,2,3,5,1,3,3,2,0.572485,0,0,0,0,-0.5267,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18
11,0,2,3,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
25.2,0,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.7805,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18
28.8,0,3,2,5,3,2,3,3,3,0,0,0,0,0,0,0,0,0,-0.53932614,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,18
3,0,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
16.8,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
21.6,0,2,2,2,3,3,2,3,2,0,0,0,0,0,0,-0.5242,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,18
5,1,4,4,2,2,1,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
3,1,1,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
8,0,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,-0.5068,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,3,1,1,4,1,1,4,2,0,0,0,0,0,-0.6124,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
5,0,4,4,5,5,1,5,4,3,0,0,0,0,0,0,0,0,0,-0.53932614,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18
24,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
1,0,1,1,3,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,1,4,4,3,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
10,1,3,1,3,5,2,3,2,3,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,0,2,1,2,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
16.8,1,2,1,1,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,4,2,4,2,1,4,4,3,0,0,0.3818,0,0,-0.404756395,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18
9,1,4,3,5,5,3,5,5,4,0,0.636075587,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
8,1,4,4,4,5,2,4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,18
24,0,4,3,3,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
11,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
14.4,0,3,1,4,3,1,2,3,2,0,0,0,0,0,0,0,0,0,-0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
24,0,5,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
